Word,Valence,Arousal,Dominance
paranoid,0.122,0.918,0.293
paranormal,0.167,0.814,0.293
parapet,0.45,0.356,0.293
paraphernalia,0.443,0.726,0.293
paraphrase,0.5,0.375,0.293
paraplegic,0.188,0.441,0.293
parasite,0.092,0.442,0.293
parasitic,0.037,0.6,0.293
parasol,0.604,0.255,0.293
parcel,0.66,0.324,0.293
parcels,0.551,0.445,0.293
parched,0.25,0.235,0.293
parchment,0.615,0.228,0.293
pardon,0.552,0.413,0.293
pare,0.5,0.356,0.293
parenchyma,0.5,0.399,0.293
parent,0.812,0.357,0.293
parentage,0.903,0.382,0.293
parental,0.76,0.43,0.293
parenthesis,0.51,0.255,0.293
parenthetical,0.49,0.327,0.293
parenthood,0.75,0.63,0.293
parenting,0.812,0.52,0.293
pariah,0.397,0.478,0.293
parietal,0.481,0.333,0.293
paring,0.429,0.441,0.293
parish,0.698,0.354,0.293
parity,0.582,0.406,0.293
park,0.816,0.343,0.293
parka,0.469,0.481,0.293
parking,0.777,0.469,0.293
parkinsons,0.104,0.57,0.293
parlance,0.51,0.35,0.293
parlay,0.469,0.611,0.293
parliament,0.573,0.54,0.293
parliamentary,0.49,0.554,0.293
parlor,0.5,0.327,0.293
parmesan,0.698,0.321,0.293
parody,0.561,0.651,0.293
parole,0.388,0.62,0.293
parquet,0.541,0.24,0.293
parrot,0.588,0.333,0.293
parry,0.51,0.404,0.293
parse,0.469,0.456,0.293
parsimonious,0.417,0.312,0.293
parsimony,0.449,0.28,0.293
parsley,0.458,0.17,0.293
parson,0.583,0.25,0.293
part,0.663,0.278,0.293
partake,0.755,0.656,0.293
partial,0.429,0.324,0.293
partiality,0.375,0.38,0.293
partially,0.418,0.368,0.293
participant,0.712,0.598,0.293
participate,0.755,0.58,0.293
participation,0.781,0.7,0.293
particle,0.521,0.265,0.293
particular,0.562,0.402,0.293
particularity,0.67,0.434,0.293
particulars,0.604,0.348,0.293
parting,0.26,0.542,0.293
partisan,0.615,0.549,0.293
partisanship,0.438,0.566,0.293
partition,0.615,0.469,0.293
partly,0.415,0.41,0.293
partner,0.673,0.302,0.293
partnership,0.786,0.387,0.293
partridge,0.583,0.415,0.293
parts,0.459,0.327,0.293
party,0.948,0.84,0.293
pas,0.49,0.344,0.293
pass,0.51,0.324,0.293
passable,0.688,0.337,0.293
passage,0.429,0.314,0.293
passageway,0.49,0.389,0.293
passe,0.531,0.357,0.293
passenger,0.717,0.413,0.293
passim,0.458,0.491,0.293
passing,0.458,0.298,0.293
passion,0.854,0.865,0.293
passionate,0.99,0.827,0.293
passive,0.42,0.116,0.293
passivity,0.241,0.115,0.293
passkey,0.646,0.5,0.293
passport,0.653,0.457,0.293
password,0.39,0.356,0.293
past,0.49,0.422,0.293
pasta,0.615,0.306,0.293
paste,0.5,0.556,0.293
pastel,0.719,0.357,0.293
pastime,0.677,0.353,0.293
pastor,0.698,0.236,0.293
pastrami,0.542,0.415,0.293
pastry,0.87,0.407,0.293
pasture,0.688,0.145,0.293
pasty,0.479,0.363,0.293
pat,0.418,0.377,0.293
patch,0.439,0.288,0.293
patchwork,0.5,0.26,0.293
pate,0.406,0.26,0.293
patella,0.43,0.26,0.293
patent,0.724,0.391,0.293
patented,0.571,0.422,0.293
paternal,0.776,0.353,0.293
paternity,0.704,0.59,0.293
path,0.59,0.245,0.293
pathetic,0.088,0.464,0.293
pathological,0.22,0.602,0.293
pathologist,0.354,0.552,0.293
pathology,0.271,0.56,0.293
pathos,0.35,0.449,0.293
pathway,0.646,0.41,0.293
patience,0.771,0.125,0.293
patient,0.583,0.193,0.293
patio,0.562,0.245,0.293
patriarch,0.592,0.448,0.293
patriarchal,0.531,0.5,0.293
patrimony,0.719,0.406,0.293
patriot,0.771,0.635,0.293
patriotic,0.875,0.509,0.293
patriotism,0.708,0.635,0.293
patrol,0.427,0.664,0.293
patrolman,0.469,0.731,0.293
patron,0.583,0.451,0.293
patronage,0.583,0.49,0.293
patronising,0.439,0.455,0.293
patronize,0.43,0.451,0.293
patronizing,0.542,0.365,0.293
patter,0.312,0.635,0.293
pattern,0.479,0.422,0.293
paucity,0.153,0.453,0.293
pauper,0.26,0.347,0.293
pause,0.429,0.188,0.293
pave,0.594,0.49,0.293
pavement,0.46,0.353,0.293
pavilion,0.583,0.5,0.293
paving,0.408,0.469,0.293
paw,0.417,0.36,0.293
pawn,0.39,0.321,0.293
pawnshop,0.396,0.439,0.293
pax,0.551,0.421,0.293
pay,0.514,0.588,0.293
payable,0.385,0.48,0.293
payback,0.459,0.5,0.293
paycheck,0.896,0.63,0.293
payday,0.833,0.741,0.293
payer,0.313,0.63,0.293
payload,0.612,0.51,0.293
payment,0.629,0.452,0.293
payoff,0.74,0.644,0.293
payout,0.646,0.6,0.293
payphone,0.469,0.36,0.293
payroll,0.521,0.36,0.293
pea,0.58,0.275,0.293
peace,0.939,0.156,0.293
peaceable,0.776,0.134,0.293
peaceful,0.867,0.108,0.293
peacefully,0.901,0.19,0.293
peacekeeper,0.865,0.32,0.293
peaceofmind,0.786,0.16,0.293
peacetime,0.949,0.18,0.293
peach,0.704,0.48,0.293
peachy,0.755,0.479,0.293
peacock,0.786,0.449,0.293
peak,0.5,0.345,0.293
peaked,0.677,0.704,0.293
peanut,0.646,0.202,0.293
peanuts,0.542,0.294,0.293
pear,0.677,0.158,0.293
pearl,0.905,0.425,0.293
pearly,0.635,0.337,0.293
peas,0.542,0.283,0.293
peasant,0.53,0.275,0.293
peat,0.333,0.655,0.293
pebble,0.354,0.353,0.293
pecan,0.552,0.316,0.293
peck,0.202,0.53,0.293
pecker,0.459,0.509,0.293
peculiar,0.6,0.491,0.293
peculiarities,0.511,0.46,0.293
peculiarity,0.439,0.452,0.293
peculiarly,0.615,0.45,0.293
pecuniary,0.49,0.49,0.293
pedal,0.5,0.32,0.293
pedantic,0.229,0.608,0.293
peddle,0.539,0.549,0.293
peddler,0.408,0.481,0.293
pedestal,0.735,0.284,0.293
pedestrian,0.438,0.36,0.293
pediatric,0.56,0.462,0.293
pediatrician,0.602,0.5,0.293
pediatrics,0.75,0.38,0.293
pedicure,0.695,0.269,0.293
pedigree,0.625,0.34,0.293
pedometer,0.469,0.561,0.293
pedophile,0.051,0.724,0.293
pee,0.449,0.529,0.293
peek,0.486,0.36,0.293
peekaboo,0.592,0.607,0.293
peel,0.439,0.25,0.293
peep,0.573,0.317,0.293
peeper,0.182,0.537,0.293
peephole,0.479,0.5,0.293
peer,0.458,0.321,0.293
peering,0.514,0.409,0.293
peerless,0.688,0.45,0.293
peeved,0.156,0.75,0.293
peg,0.52,0.357,0.293
pegs,0.408,0.286,0.293
peice,0.479,0.422,0.293
pelagic,0.521,0.554,0.293
pelican,0.573,0.391,0.293
pellet,0.448,0.39,0.293
pelvic,0.32,0.632,0.293
pelvis,0.378,0.618,0.293
pen,0.622,0.194,0.293
penal,0.208,0.565,0.293
penalty,0.062,0.49,0.293
penance,0.219,0.667,0.293
penchant,0.688,0.48,0.293
pencil,0.552,0.2,0.293
pendant,0.676,0.321,0.293
pendency,0.396,0.452,0.293
pendent,0.47,0.38,0.293
pending,0.396,0.441,0.293
pendulum,0.542,0.368,0.293
penetrate,0.287,0.877,0.293
penetrating,0.469,0.792,0.293
penetration,0.438,0.885,0.293
penguin,0.615,0.296,0.293
penicillin,0.417,0.431,0.293
penile,0.49,0.736,0.293
peninsula,0.551,0.384,0.293
penis,0.354,0.81,0.293
penitent,0.542,0.53,0.293
penitentiary,0.229,0.726,0.293
penmanship,0.677,0.284,0.293
pennant,0.542,0.38,0.293
penniless,0.062,0.316,0.293
penny,0.615,0.302,0.293
pension,0.625,0.409,0.293
pensioner,0.44,0.245,0.293
pensive,0.54,0.22,0.293
pentagon,0.49,0.636,0.293
pentagram,0.51,0.433,0.293
penthouse,0.592,0.43,0.293
penultimate,0.469,0.366,0.293
people,0.604,0.4,0.293
peopled,0.594,0.45,0.293
pep,0.51,0.51,0.293
pepper,0.4,0.539,0.293
peppermint,0.72,0.264,0.293
pepperoni,0.796,0.472,0.293
peppy,0.677,0.529,0.293
peptic,0.398,0.463,0.293
peptide,0.38,0.48,0.293
perceive,0.653,0.49,0.293
percent,0.47,0.35,0.293
percentage,0.469,0.4,0.293
percentile,0.479,0.41,0.293
perceptible,0.71,0.46,0.293
perception,0.653,0.481,0.293
perceptive,0.745,0.5,0.293
perch,0.531,0.3,0.293
perchance,0.48,0.224,0.293
percolation,0.397,0.417,0.293
percussion,0.622,0.635,0.293
perdition,0.135,0.656,0.293
peremptory,0.429,0.426,0.293
perennial,0.527,0.358,0.293
perfect,0.98,0.471,0.293
perfection,0.881,0.745,0.293
perfectionist,0.667,0.704,0.293
perfecto,0.802,0.567,0.293
perforated,0.219,0.607,0.293
perforation,0.365,0.668,0.293
perforce,0.357,0.689,0.293
perform,0.765,0.555,0.293
performance,0.75,0.52,0.293
performer,0.541,0.53,0.293
perfume,0.74,0.472,0.293
perfumed,0.816,0.471,0.293
peri,0.448,0.433,0.293
peridot,0.458,0.481,0.293
peril,0.052,0.91,0.293
perilous,0.143,0.862,0.293
perimeter,0.47,0.443,0.293
period,0.396,0.324,0.293
periodic,0.677,0.324,0.293
periodical,0.55,0.298,0.293
periodically,0.48,0.314,0.293
periodicity,0.646,0.324,0.293
peripheral,0.406,0.406,0.293
periphery,0.469,0.36,0.293
periscope,0.604,0.375,0.293
perish,0.296,0.57,0.293
perishable,0.27,0.464,0.293
perished,0.135,0.596,0.293
perishing,0.229,0.423,0.293
perjury,0.229,0.686,0.293
perk,0.903,0.519,0.293
perky,0.896,0.792,0.293
perm,0.667,0.465,0.293
permanence,0.771,0.37,0.293
permanent,0.745,0.345,0.293
permeable,0.635,0.402,0.293
permeate,0.417,0.41,0.293
permeation,0.418,0.559,0.293
permissible,0.684,0.646,0.293
permission,0.612,0.311,0.293
permissive,0.633,0.389,0.293
permit,0.733,0.349,0.293
permitted,0.865,0.41,0.293
permitting,0.724,0.481,0.293
permutation,0.385,0.588,0.293
pernicious,0.229,0.6,0.293
peroxide,0.458,0.529,0.293
perpendicular,0.51,0.398,0.293
perpetrate,0.327,0.837,0.293
perpetrator,0.229,0.765,0.293
perpetual,0.625,0.438,0.293
perpetually,0.51,0.473,0.293
perpetuate,0.397,0.588,0.293
perpetuation,0.51,0.677,0.293
perpetuity,0.59,0.434,0.293
perplexed,0.312,0.705,0.293
perplexing,0.316,0.53,0.293
perplexity,0.275,0.72,0.293
persecute,0.281,0.873,0.293
persecution,0.229,0.865,0.293
perseverance,0.888,0.63,0.293
persevere,0.802,0.583,0.293
persist,0.765,0.644,0.293
persistence,0.684,0.611,0.293
persistent,0.646,0.667,0.293
persisting,0.697,0.677,0.293
person,0.646,0.363,0.293
persona,0.741,0.48,0.293
personable,0.816,0.52,0.293
personage,0.653,0.324,0.293
personal,0.75,0.311,0.293
personality,0.896,0.513,0.293
personification,0.76,0.471,0.293
personnel,0.729,0.344,0.293
persons,0.869,0.302,0.293
perspective,0.688,0.47,0.293
perspiration,0.385,0.667,0.293
persuade,0.62,0.618,0.293
persuasion,0.612,0.67,0.293
persuasive,0.74,0.7,0.293
pert,0.469,0.46,0.293
pertinent,0.58,0.333,0.293
perturbation,0.27,0.84,0.293
pertussis,0.279,0.569,0.293
perusal,0.622,0.235,0.293
peruse,0.503,0.27,0.293
pervading,0.418,0.684,0.293
perverse,0.146,0.808,0.293
perversion,0.083,0.83,0.293
pervert,0.082,0.863,0.293
perverted,0.062,0.918,0.293
pesky,0.25,0.76,0.293
pessimism,0.083,0.484,0.293
pessimist,0.125,0.47,0.293
pessimistic,0.088,0.394,0.293
pest,0.188,0.68,0.293
pester,0.143,0.78,0.293
pestilence,0.122,0.66,0.293
pestle,0.427,0.463,0.293
pesto,0.531,0.323,0.293
pet,0.875,0.327,0.293
petal,0.81,0.194,0.293
petite,0.51,0.354,0.293
petition,0.498,0.575,0.293
petitioner,0.601,0.531,0.293
petloss,0.271,0.481,0.293
petpeeve,0.375,0.594,0.293
petrified,0.221,0.625,0.293
petrify,0.177,0.571,0.293
petrol,0.418,0.519,0.293
petroleum,0.583,0.451,0.293
petticoat,0.55,0.396,0.293
petting,0.812,0.462,0.293
petty,0.21,0.537,0.293
petulant,0.247,0.685,0.293
petunia,0.583,0.26,0.293
pew,0.449,0.235,0.293
pewter,0.396,0.26,0.293
peyote,0.406,0.462,0.293
phalanx,0.398,0.398,0.293
phantom,0.26,0.759,0.293
pharaoh,0.656,0.491,0.293
pharmaceutical,0.5,0.435,0.293
pharmacist,0.592,0.382,0.293
pharmacology,0.56,0.44,0.293
pharmacy,0.531,0.337,0.293
phase,0.645,0.3,0.293
pheasant,0.541,0.362,0.293
phenomenal,0.915,0.75,0.293
phenomenon,0.625,0.721,0.293
pheromone,0.561,0.573,0.293
phew,0.531,0.429,0.293
phi,0.42,0.361,0.293
philanthropic,0.812,0.426,0.293
philanthropist,0.704,0.463,0.293
philanthropy,0.745,0.412,0.293
philistine,0.39,0.5,0.293
philosopher,0.684,0.316,0.293
philosophic,0.688,0.27,0.293
philosophical,0.719,0.275,0.293
philosophy,0.684,0.255,0.293
phlegm,0.173,0.394,0.293
pho,0.541,0.37,0.293
phobia,0.173,0.904,0.293
phoenix,0.653,0.481,0.293
phone,0.729,0.344,0.293
phonetic,0.542,0.435,0.293
phonetics,0.646,0.425,0.293
phonics,0.49,0.519,0.293
phonograph,0.561,0.398,0.293
phonology,0.695,0.402,0.293
phony,0.115,0.592,0.293
phooey,0.333,0.49,0.293
phosphate,0.5,0.306,0.293
phosphor,0.438,0.48,0.293
phosphorus,0.429,0.539,0.293
photo,0.729,0.327,0.293
photogenic,0.78,0.5,0.293
photograph,0.677,0.353,0.293
photographer,0.714,0.481,0.293
photographic,0.761,0.429,0.293
photography,0.63,0.431,0.293
photometry,0.417,0.456,0.293
photon,0.459,0.439,0.293
phrase,0.63,0.264,0.293
phraseology,0.62,0.406,0.293
phylogeny,0.378,0.41,0.293
physical,0.75,0.52,0.293
physical therapist,0.531,0.337,0.293
physician,0.583,0.49,0.293
physicist,0.635,0.538,0.293
physics,0.582,0.415,0.293
physiological,0.51,0.418,0.293
physiology,0.521,0.451,0.293
physique,0.643,0.5,0.293
pi,0.469,0.265,0.293
pianist,0.806,0.491,0.293
piano,0.704,0.343,0.293
piazza,0.625,0.471,0.293
piccolo,0.625,0.423,0.293
pick,0.5,0.464,0.293
picked,0.74,0.518,0.293
picker,0.534,0.34,0.293
picket,0.365,0.615,0.293
picketing,0.33,0.557,0.293
pickle,0.593,0.449,0.293
pickled,0.344,0.45,0.293
pickpocket,0.365,0.704,0.293
pickup,0.561,0.529,0.293
picky,0.257,0.729,0.293
picnic,0.625,0.47,0.293
pictorial,0.704,0.481,0.293
picture,0.714,0.308,0.293
pictures,0.653,0.24,0.293
picturesque,0.802,0.491,0.293
pie,0.88,0.402,0.293
piece,0.646,0.245,0.293
piecemeal,0.615,0.269,0.293
pieceofshit,0.083,0.724,0.293
pied,0.594,0.433,0.293
pier,0.583,0.279,0.293
pierce,0.365,0.67,0.293
piety,0.76,0.34,0.293
pig,0.343,0.368,0.293
pigeon,0.688,0.224,0.293
piggy,0.541,0.365,0.293
piggyback,0.438,0.49,0.293
pigheaded,0.271,0.472,0.293
piglet,0.54,0.443,0.293
pigment,0.39,0.333,0.293
pigskin,0.347,0.449,0.293
pigsty,0.133,0.529,0.293
pike,0.427,0.41,0.293
pile,0.461,0.32,0.293
piles,0.469,0.423,0.293
pileup,0.34,0.559,0.293
pilgrim,0.531,0.404,0.293
pilgrimage,0.708,0.522,0.293
pill,0.573,0.407,0.293
pillage,0.24,0.685,0.293
pillar,0.583,0.33,0.293
pillbox,0.385,0.339,0.293
pillow,0.663,0.128,0.293
pillowcase,0.5,0.179,0.293
pilot,0.688,0.68,0.293
pimp,0.146,0.7,0.293
pimple,0.245,0.37,0.293
pin,0.438,0.346,0.293
pinball,0.582,0.64,0.293
pinch,0.34,0.632,0.293
pinching,0.25,0.788,0.293
pine,0.583,0.225,0.293
pineapple,0.677,0.316,0.293
ping,0.541,0.49,0.293
pinhead,0.459,0.3,0.293
pinhole,0.375,0.279,0.293
pinion,0.444,0.361,0.293
pink,0.806,0.269,0.293
pinkie,0.663,0.265,0.293
pinnacle,0.633,0.39,0.293
pinot,0.365,0.37,0.293
pinpoint,0.583,0.443,0.293
pint,0.686,0.333,0.293
pinto,0.57,0.354,0.293
pinup,0.61,0.459,0.293
pioneer,0.796,0.618,0.293
pious,0.698,0.306,0.293
pip,0.448,0.43,0.293
pipe,0.541,0.34,0.293
piped,0.36,0.529,0.293
pipeline,0.479,0.337,0.293
piper,0.569,0.442,0.293
pipette,0.48,0.403,0.293
piping,0.365,0.337,0.293
pipsqueak,0.347,0.481,0.293
pique,0.417,0.5,0.293
piracy,0.296,0.792,0.293
piranha,0.219,0.799,0.293
pirate,0.156,0.74,0.293
piscina,0.714,0.5,0.293
piss,0.354,0.462,0.293
pissed,0.102,0.888,0.293
pissedoff,0.24,0.651,0.293
pisser,0.378,0.547,0.293
pissesmeoff,0.18,0.587,0.293
pissingmeoff,0.208,0.622,0.293
pissoff,0.255,0.617,0.293
pistachio,0.643,0.336,0.293
pistol,0.17,0.9,0.293
piston,0.398,0.48,0.293
pit,0.408,0.396,0.293
pita,0.551,0.279,0.293
pitch,0.521,0.431,0.293
pitcher,0.51,0.673,0.293
pitchfork,0.312,0.58,0.293
pitfall,0.177,0.775,0.293
pith,0.458,0.35,0.293
pithy,0.48,0.36,0.293
pitiful,0.219,0.49,0.293
pitted,0.358,0.653,0.293
pitter,0.469,0.424,0.293
pituitary,0.406,0.365,0.293
pity,0.16,0.398,0.293
pivot,0.458,0.382,0.293
pivotal,0.582,0.471,0.293
pix,0.521,0.373,0.293
pixie,0.562,0.537,0.293
pizza,0.847,0.39,0.293
pizzazz,0.635,0.735,0.293
pizzeria,0.719,0.52,0.293
placard,0.388,0.442,0.293
place,0.573,0.261,0.293
placebo,0.52,0.306,0.293
placement,0.643,0.46,0.293
placenta,0.375,0.433,0.293
placid,0.64,0.317,0.293
placket,0.408,0.231,0.293
plagiarism,0.135,0.716,0.293
plague,0.083,0.596,0.293
plaid,0.48,0.33,0.293
plain,0.5,0.167,0.293
plainclothes,0.698,0.337,0.293
plaintiff,0.365,0.806,0.293
plaintive,0.292,0.529,0.293
plan,0.646,0.54,0.293
plane,0.51,0.356,0.293
planes,0.667,0.606,0.293
planet,0.698,0.404,0.293
planetarium,0.704,0.462,0.293
planetary,0.604,0.5,0.293
planets,0.724,0.318,0.293
plank,0.427,0.28,0.293
plankton,0.552,0.321,0.293
planned,0.74,0.385,0.293
planner,0.76,0.469,0.293
planning,0.894,0.462,0.293
plant,0.73,0.18,0.293
plantation,0.573,0.585,0.293
planter,0.604,0.45,0.293
planting,0.635,0.343,0.293
plaque,0.52,0.333,0.293
plasma,0.474,0.398,0.293
plaster,0.438,0.264,0.293
plastic,0.49,0.269,0.293
plasticity,0.542,0.471,0.293
plat,0.716,0.359,0.293
plate,0.583,0.245,0.293
plateau,0.611,0.316,0.293
plated,0.562,0.458,0.293
platform,0.602,0.34,0.293
plating,0.576,0.368,0.293
platinum,0.75,0.518,0.293
platonic,0.49,0.461,0.293
platoon,0.448,0.7,0.293
platter,0.686,0.245,0.293
plaudit,0.816,0.813,0.293
plausibility,0.705,0.451,0.293
plausible,0.714,0.404,0.293
play,0.812,0.765,0.293
playa,0.724,0.51,0.293
playback,0.656,0.559,0.293
playbook,0.673,0.582,0.293
playboy,0.646,0.9,0.293
player,0.557,0.688,0.293
playful,0.892,0.688,0.293
playground,0.888,0.62,0.293
playhouse,0.719,0.729,0.293
playmate,0.878,0.509,0.293
playoff,0.622,0.716,0.293
playpen,0.698,0.481,0.293
playroom,0.844,0.661,0.293
plaything,0.708,0.602,0.293
playtime,0.76,0.596,0.293
playwright,0.672,0.55,0.293
plaza,0.69,0.346,0.293
plea,0.633,0.491,0.293
plead,0.177,0.596,0.293
pleasant,0.939,0.31,0.293
pleased,0.939,0.548,0.293
pleasing,0.917,0.449,0.293
pleasurable,0.948,0.529,0.293
pleasure,0.939,0.74,0.293
pleasures,0.896,0.654,0.293
pleat,0.49,0.345,0.293
pleated,0.534,0.318,0.293
pledge,0.719,0.49,0.293
pledged,0.719,0.63,0.293
plenary,0.573,0.356,0.293
plentiful,0.833,0.735,0.293
plenty,0.827,0.612,0.293
plenum,0.531,0.454,0.293
plethora,0.646,0.602,0.293
plexus,0.333,0.405,0.293
pliable,0.625,0.37,0.293
plication,0.36,0.46,0.293
pliers,0.561,0.334,0.293
plight,0.45,0.52,0.293
plinth,0.438,0.346,0.293
plodding,0.449,0.481,0.293
plop,0.385,0.475,0.293
plot,0.469,0.567,0.293
plough,0.677,0.427,0.293
ploughed,0.438,0.42,0.293
plover,0.439,0.434,0.293
plow,0.531,0.56,0.293
plowed,0.552,0.49,0.293
plowing,0.562,0.531,0.293
ploy,0.458,0.559,0.293
pluck,0.375,0.583,0.293
plucky,0.816,0.817,0.293
plug,0.531,0.356,0.293
plum,0.724,0.306,0.293
plumage,0.656,0.286,0.293
plumb,0.448,0.5,0.293
plumber,0.327,0.51,0.293
plumbing,0.469,0.427,0.293
plume,0.469,0.323,0.293
plummet,0.302,0.75,0.293
plump,0.385,0.48,0.293
plumper,0.406,0.429,0.293
plunder,0.125,0.894,0.293
plunge,0.307,0.69,0.293
plunger,0.365,0.51,0.293
plural,0.56,0.432,0.293
plurality,0.683,0.473,0.293
plush,0.625,0.265,0.293
plutonium,0.406,0.675,0.293
ply,0.458,0.32,0.293
plywood,0.561,0.245,0.293
pneumatic,0.337,0.52,0.293
pneumonia,0.208,0.608,0.293
poacher,0.24,0.673,0.293
poachers,0.315,0.857,0.293
poaching,0.302,0.824,0.293
pocket,0.458,0.275,0.293
pocketbook,0.551,0.231,0.293
pocketful,0.594,0.279,0.293
pod,0.48,0.396,0.293
podium,0.627,0.365,0.293
poem,0.81,0.27,0.293
poems,0.833,0.388,0.293
poet,0.827,0.35,0.293
poetic,0.86,0.269,0.293
poetical,0.802,0.327,0.293
poetics,0.833,0.306,0.293
poetry,0.697,0.235,0.293
pogo,0.48,0.426,0.293
poignant,0.646,0.444,0.293
point,0.49,0.193,0.293
pointedly,0.408,0.706,0.293
pointer,0.583,0.382,0.293
pointless,0.055,0.353,0.293
pointy,0.469,0.651,0.293
poise,0.677,0.202,0.293
poison,0.083,0.76,0.293
poisoned,0.057,0.808,0.293
poisoning,0.094,0.837,0.293
poisonous,0.102,0.87,0.293
poke,0.365,0.713,0.293
poker,0.48,0.689,0.293
pokes,0.365,0.48,0.293
polar,0.468,0.261,0.293
polarity,0.51,0.472,0.293
pole,0.418,0.398,0.293
polemic,0.133,0.75,0.293
police,0.458,0.77,0.293
police officer,0.479,0.816,0.293
policeman,0.542,0.708,0.293
policewoman,0.53,0.74,0.293
policy,0.324,0.735,0.293
polio,0.296,0.452,0.293
polish,0.604,0.412,0.293
polished,0.667,0.413,0.293
polite,0.927,0.378,0.293
politeness,0.875,0.353,0.293
politic,0.365,0.581,0.293
political,0.347,0.73,0.293
politician,0.323,0.551,0.293
politics,0.25,0.528,0.293
polity,0.268,0.583,0.293
polka,0.604,0.451,0.293
poll,0.552,0.5,0.293
pollen,0.622,0.212,0.293
polling,0.448,0.598,0.293
pollute,0.173,0.66,0.293
pollution,0.062,0.694,0.293
polo,0.582,0.36,0.293
poltergeist,0.271,0.784,0.293
polyester,0.479,0.27,0.293
polygamy,0.365,0.647,0.293
polygon,0.49,0.558,0.293
polygonal,0.427,0.441,0.293
polygraph,0.427,0.491,0.293
polymer,0.438,0.33,0.293
polymorphism,0.429,0.592,0.293
pomp,0.448,0.491,0.293
pompous,0.5,0.571,0.293
poncho,0.49,0.265,0.293
pond,0.52,0.337,0.293
ponder,0.74,0.38,0.293
ponderous,0.29,0.45,0.293
pong,0.5,0.5,0.293
pontiff,0.625,0.363,0.293
pontificate,0.584,0.424,0.293
pontoon,0.5,0.377,0.293
pony,0.812,0.413,0.293
ponytail,0.541,0.337,0.293
pooch,0.355,0.36,0.293
poodle,0.5,0.413,0.293
poof,0.469,0.387,0.293
pool,0.625,0.356,0.293
poop,0.163,0.43,0.293
poor,0.156,0.358,0.293
poorly,0.077,0.62,0.293
pop,0.673,0.51,0.293
popcorn,0.875,0.441,0.293
pope,0.6,0.375,0.293
popper,0.42,0.509,0.293
poppy,0.635,0.392,0.293
poppycock,0.347,0.51,0.293
popsicle,0.667,0.3,0.293
popular,0.88,0.676,0.293
popularity,0.896,0.784,0.293
popularized,0.75,0.771,0.293
population,0.615,0.423,0.293
populous,0.52,0.63,0.293
porcelain,0.562,0.31,0.293
porch,0.535,0.324,0.293
porcupine,0.388,0.421,0.293
pore,0.427,0.271,0.293
pork,0.37,0.45,0.293
porker,0.521,0.602,0.293
porky,0.234,0.483,0.293
porn,0.344,0.915,0.293
porno,0.302,0.923,0.293
pornographic,0.23,0.896,0.293
pornography,0.323,0.921,0.293
porosity,0.312,0.343,0.293
porous,0.385,0.37,0.293
porridge,0.573,0.229,0.293
port,0.55,0.409,0.293
portable,0.615,0.356,0.293
portage,0.49,0.49,0.293
portal,0.583,0.347,0.293
porter,0.571,0.375,0.293
porterhouse,0.602,0.364,0.293
portfolio,0.625,0.28,0.293
porthole,0.5,0.353,0.293
portico,0.521,0.444,0.293
portion,0.536,0.364,0.293
portrait,0.698,0.186,0.293
portraiture,0.735,0.298,0.293
portray,0.656,0.529,0.293
pose,0.427,0.33,0.293
poser,0.469,0.385,0.293
